cycle,train_loss,val_loss,val_accuracy,train_sample_size,test_accuracy,test_loss,average_entropy
1.0,0.9761239913173188,1.4086431732177735,0.499,4256.0,0.5073,1.3845317291606003,2.1351208686828613
2.0,0.9812554683245666,1.401073742866516,0.49875,4512.0,0.5093,1.3792578122418397,2.13214111328125
3.0,0.9416928239316749,1.3839387168884278,0.50625,4768.0,0.5161,1.3613762092438473,2.142110824584961
4.0,0.9094095951432635,1.3863004331588744,0.5065,5024.0,0.5149,1.3595041655431128,2.1382110118865967
5.0,0.8887641791141394,1.3761383342742919,0.51275,5280.0,0.522,1.3488530486252657,2.1477580070495605
6.0,0.8857301694120285,1.3885207214355468,0.51025,5536.0,0.5236,1.358032504844058,2.1532797813415527
7.0,0.8552485177530109,1.3647699718475341,0.5165,5792.0,0.5274,1.3361630770051556,2.135802745819092
8.0,0.8334439147717108,1.3638860569000244,0.52,6048.0,0.5344,1.3319899048774866,2.140749931335449
9.0,0.8080024059653887,1.3524402465820313,0.52275,6304.0,0.5357,1.3239091034907444,2.136486053466797
10.0,0.8001237081318366,1.3624724006652833,0.5275,6560.0,0.5376,1.3329770409377517,2.141545295715332
11.0,0.7645112754593433,1.3547251443862915,0.5295,6816.0,0.5399,1.3279549259289054,2.1490883827209473
12.0,0.760008814378022,1.3668147382736207,0.52825,7072.0,0.5375,1.3362695863292475,2.1344497203826904
13.0,0.7202678693694319,1.3553511543273926,0.53525,7328.0,0.5427,1.3233113045905047,2.1410210132598877
14.0,0.7108019942472755,1.36468017578125,0.531,7584.0,0.5457,1.332788528530461,2.1349682807922363
15.0,0.7127031153562118,1.3578210172653198,0.53225,7840.0,0.5475,1.3226898418869941,2.135702610015869
